,tweets,labels
8111,@beckers357 I'm sorry. And you hit someone huh? ,0
8112,@AaliyahLove69 It was awesome meeting you too! I'm sad that we didn't get a chance to shoot  I'm in Florida btw. Any plans to visit? lol,0
8113,@catsociald I'm sorry honey  I had trouble sleeping last night too. I blame the bears.,0
8114,"i'm playing neopets, watching top model re-runs, and tweeting at @Mattynewport [ facebook is down for me  ]. ahhhh spring break &lt;3",0
8115,really wants tijuana flats and no one will go with me ,0
8116,@lmorchard sad   sorry to hear about your PomPom,0
8117,Omg Im having the hardest time staying awake in class....ugh. An all nighter was a bad idea  I need sleep!!!!,0
8118,"@shamzleroc ooooh!  I wanna come. I was BUSSIN they asses the other day, so I'm probably banned. She tried to call me a &quot;button basher&quot;!",0
8119,"@UrfavoriteBarbi what's good with u this morning. laundry day for me  when i get more doe, i'm droppin everything at the cleaners.",0
8120,"Arrrggh, #failwhale strikes again ",0
8121,Back at work .... I am so upset my mom's puppy chewed up my Twilight book while I was sleeping and I just bought it last night    ,0
8122,": Gosh, I'm fucking emo. I wrote on status on facebook 4 her, mum turned off Tom &amp; Jerry (which me and Ruby was enjoying) For The Hills. ",0
8123,"Sick as an MF'in dog, hate my immune system ",0
8124,Never went 2 sleep...  and i got class at 2... i need 2 do dis homework...errrr,0
8125,@shelbydotjpeg i know it's so nostalgic!  ,0
8126,http://twitpic.com/2yii3 - my q key broke ,0
8127,@PixyMisa is now double-plus-deceased with chocolate sprinkles. ,0
8128, Twitter is over capacity. Too many tweets! Please wait a moment and try again.,0
8129,"No cufon for this project, $1500 additional fee for web embedding ",0
8130,where are u now? ,0
8131,Will Prop 8 make California the next Mississippi ,0
8132,@urbaninformer I'm back up north now ,0
8133,@honey_bucket awww  but achewood is the awesomest. I got sable and my old roommates into it.,0
8134,Diana says I have drunk eyes and drunk fingers ehh. ,0
8135,"Stayed home from school, little sick ",0
8136,@Xadacka NOT LIKE THAT!! haha.. ,0
8137,@taracraig Word. I am making another cup now. I wish I had a latte though ,0
8138,it's raining!  But it doesn0t matter... I stay in home because I'll be study,0
8139,powers out all in DeLand.. wind is so crazy it blew over a power line! but class must go on ,0
8140,"Kutner RIP.  Good for &quot;House&quot;, the series I mean.",0
8141,"@divinacucina yes! it is my last day today. tomorrow, i head to cefalu! so sad about abruzzo, my heart goes out to those people ",0
8142,Waiting for the Doctorrrr - wee ,0
8143,"eating breakfast, work at 1.... ",0
8144,has been neglecting Plurk.  http://plurk.com/p/n2vlz,0
8145,"@adavies234 embarrasing cheese incident friday with future ppl. ordered pasta,  waitress put parmesan on and i had to send back  bad times",0
8146,just got 2nd opinion about my illness.  not a good opinion.  ,0
8147,"Up early because of school, only worked out for 35 minutes this morning... Gonna be in VNC all day until my evening class lets out. ",0
8148,Already hungry for lunch and it's not even 11:00 am yet.  ,0
8149,Your average industry ï¿½nilla porno doesnï¿½t even start around a coffee table anymoreï¿½ what the hell? ,0
8150,I miss mrs gordon ,0
8151,"@IvoireofDTP she is, isn't she? lol. Zoï¿½ is great! We are missing each other right now, cuz I'm out of town  how's everything with you?",0
8152,And my pen just ran out of ink... It's going to be a good day. ,0
8153,"@shaneb Tried as hard as I could to stay away from BSG spoilers when I wasn't up to date, and yet it still happened. Still, I apologize. ",0
8154,Now our kitteh Stanley is sick! His lungs are filling with fluid and he has to spend the night in an oxygen chamber at the emergency vet. ,0
8155,Timchou (A.K.A. &quot;Timber&quot;) ...my mom ran 13.1 miles...WITHOUT ME!!!  http://apps.facebook.com/dogbook/profile/view/6203681,0
8156,@InkySpice ack! that sucks ,0
8157,im sad to hear about sandra cantu ,0
8158,is still sore from K1 ,0
8159,I don't wanna go to school...and find there fake friends  I need an Advice pleaseee!,0
8160,"sitting at work bored, wish i was home ",0
8161,@justinkeyes777 Momma misses you.  ,0
8162,@technosailor Yikes! Hope it's not too serious. ,0
8163,Byee everyone *sadly goes*  xxx,0
8164,"Also too much candied ginger, agh. It was supposed to be for curing motion sickness on the bus, boo. ",0
8165,I think my tweets would be more interesting if my LIFE were more interesting ,0
8166,still figureing out how 2 use this ,0
8167,@earthXplorer excruciatingly slow today ,0
8168,Home sick....not feeling good at all....I feel like I am coughing out my lungs!!!!....And I don't smoke.... ,0
8169,....phone is dying!  Wish I had an extra battery.. lol,0
8170,Ow! the blister on my little toe is stinging ,0
8171,Leaving for school. Fuck so much to do today... ,0
8172,feels sad this afternoon can't believe it's still another 13 days to go ,0
8173,was denied my dependency override...now i don't know what i'm going to do... ,0
8174,ive been in the bed since saturday.... and its tuesday ,0
8175,nah man we just got here. and there was no britney involved  SOMEONES not a fan....,0
8176,@kprender  so is your face,0
8177,"Whittards is gone, habitat's going, and IKEA's gone shit...what's the point in living anymore?! ",0
8178,"@Snappsgirl89 wait?!?!?! darn, I thought this counted as productive ",0
8179,is taking her medicine again.. ,0
8180,"Wtf...My photoshop serial stopped workin, {that sucks} ",0
8181,I'm so sunburned! It hurts so badly!! I can't even move ,0
8182,Right - off to spend quality time with the kids as working over Easter...BOOOO  ,0
8183,@NKCoverGrrl That's terrible!  Did they do a midnight move or what?,0
8184,Does anyone have a copy of the newer family force 5 cd?? Myne is all scratched and I never put it on my my computer ,0
8185,welcome all our new followers! we will follow you back as soon as twitter let's us follow more than 2000 people ,0
8186,@ChristRepz dude there was no doubt that carolina would whoop up and man they won every game by an average of 18 points...till next year ,0
8187,Coffee &amp; cigarettes. Blah ,0
8188,i don't want a friday lab next semester ,0
8189,@HilaryAnnDuff wish I could view it on my phone ,0
8190,Just had mac n cheese thrown at me!  I' m covered in fake cheese ,0
8191,cannot change my profile pic. Aaarrrrrgh! now I'm just Agent double o ,0
8192,"Ate more chicken nuggets on the way, though no chips this time   Traditional Swiss Easter cakes for pudding, yum. Much fun was had by all",0
8193,I want to go back to bed but i can't. ,0
8194,How sad.  http://tinyurl.com/c975bt,0
8195,I'm sick... But I have to venture out anyway. I gave ro my second pair of gloves only to realize I kind of need them today. ,0
8196,@PiggyRod i was shaving my arm pit. And it hurts ,0
8197,"cold, tired, stressed, annoyed, irritated, getting sick... ugh, i hate life!!  can't wait till the weekend, i get to see people again...",0
8198,Wow home alone again... ,0
8199,Churnalism is definately the order of the day ,0
8200,"The gassy girl wasn't there, and new girl did so awful I want to cry!!  Not even Coffee Coffee will make this better.  ",0
8201,"Cigerates up 25% and petrol up 5c bollix about the petrol  don't care about cigs,",0
8202,"Damnit, slept in. ",0
8203,@localtweeps don't see my listing  i've tried twice,0
8204,Just got a phone call from my mom. Mine and @DjCurlyOnE great grandmother passed away today  She was 95 years old. RIP Abuela Fela.,0
8205,is not having a good week ,0
8206,in pain right now. expecting more pain in due time. ,0
8207,It's his BD today..wish i was there instead of here ,0
8208,@_BoyWonder sorry ,0
8209,Three new followers in the space of one minute (no kidding) and all of them appear to be spammers. ,0
8210,Just realized she doesnt have a copy of the novel for empire tomorrow ,0
8211,another snowy day in northern ohio... ,0
8212,"Dad now wants oxygen for &quot;when he needs it,&quot; Doesn't want to be dependent on it. Can't quit smoking. ",0
8213,i lost my flash drive!  I am so irritated with myself. my novel is on it. ,0
8214,Class At 1 Then Work At 2.....Gonna Be A Long Boring Day ,0
8215,what rocks - estee lauder bronze goddess perfume - what sucks - dropping my mac blot powder and it shattering in the pot ,0
8216,Could someone please send me some energy? I'm not functioning on all cylinders ,0
8217,Suddenly my son screaming &amp; crying loudly  poor him maybe he had a bad dream  sleep tide my love.. sweetdream please.. mom ? U',0
8218,"is at work, fighting a bad cold ",0
8219,@RoyalBlueStuey Haha wow. Sounds interesting. My company actually has myspace blocked so I can't see your link. ,0
8220,Up getting ready for work blah my tuesdays suck  hope ur tuesdays are better,0
8221,@mardhiah read it on ohnotheydidnt@livejournal. not sure if it's true. but i'll be very sad if they do. ,0
8222,Nobody is twittering ,0
8223,now im sad that i apparently did not get an email for 31DBBB day 2   oh wells,0
8224,its amazing what a bonehead I  am sometimes. I need to start paying attention I think. ,0
8225,is  down pa din ang restaurant city http://plurk.com/p/n2wog,0
8226,@verabradley follow me? I can't DM you so now I can't win ,0
8227,@Grayda mine just shows the Apple Logo when the computer boots the install disc. Its been like that for almost 2 hours now ,0
8228,@BenAtSite5 i haven't created a support ticket because its back up now..but it's zee.me my domain. It's up and down every couple of days ,0
8229,@stephenkruiser So sorry about your dog. ,0
8230,not more rain ,0
8231,@BenjaminMG Link to 'SM Paying Off?' returned 'article not found' ,0
8232,@TaskProductions I know  guess it's time to grow up,0
8233,"I have no idea what I should do, its very boring.. ",0
8234,"@enkrates @ilovemypitbull oh, guys. just reading your tweets is painful. apparently leonard nimoy was there too. ",0
8235,"@ladyjnva nah, I'm going 2 use my work resources next week 4 All of us &amp; if that fails then it will be payola ",0
8236,history test  ,0
8237,@Weaktwos I guess that's nobody's business but the Turks!  ,0
8238,is twitterless... ,0
8239,I tried to get off work so I could buy bread and milk since it was snowing but my boss wont let me ,0
8240,"Nice morning for our walk. A breeze out of the N., clear skies. Still not done with the taxes. ",0
8241,it appears i have been away from the fountain pen network too long... do they delete inactive accts? ,0
8242,Cleaned the 30 panels of living room door glass. Both sides. Fingers smell of vinegar  Bruised my little finger too. Grr.,0
8243,Tried to take a nap...it didn't happen.  ,0
8244,watching my talk shows.... but cant find Tyra... ,0
8245,I have such a headache! ,0
8246,@Jennnymay &quot;JennnymayI had a dream that @Wossy replied to me on twitter! doubt it will really happen  about 17 hours ago from web&quot; awwww!,0
8247,"Retweeting @93octane: The musician who inspired me to pick up the bass, Chi Cheng of the deftones, is still in a coma since 11/4/08. ",0
8248,@heatherd29 aww I'm sorry ,0
8249,ok on my way to the airport...no I not going anywhere  picking someone up,0
8250,@MoodySanguine I hear you! I just ran out and don't even have tea ,0
8251,It is fun to email my Japanese friends! I wish they have a twitter ,0
8252,At work soooooo tired ,0
8253,"@SecndCitySoiree you know, I'm tempted to make the switch. first @Dell 's customer service was great, but now i feel    http://bit.ly/AdSB",0
8254,"All I want to do is sleep today. &amp; clean, not to mention all the baby clothes I have to organize. &amp; my own clothes! Oh bother! ",0
8255,#Lahore #Lahore @ EssexEating only been to Lahore.  http://tinyurl.com/dbdjvz http://tinyurl.com/d9jux2,0
8256,Sleepy from dinner at the governor's mansion! Have to study for org 2 test ,0
8257,@NKCoverGrrl  OMG! that sucks! i'm sorry to hear that! good luck finding another job! ,0
8258,I think my upcoming trip might be my last trip to disney this year..the hubby wants to cancel our august magic kingdom view to save money ,0
8259,"@LadyLeamy But where you live consists of a project from hell.. scary.. Probably both days.. dunno, I have to plan by hours not days ",0
8260,I hope i reach home before ajeesh sings is super singer. Missed y'day's episode. Heard he sang really well! ,0
8261,"Oh,  It is starting to get gray out there.    Boo!!!",0
8262,"@chadengle yea, we're actually getting some snow flurries on south ridge right now. ",0
8263,@tomalderman Sorry I have forgotten to pack your lunch this week... I am just not myself.  ,0
8264,"Someone has quit following me. Well, I never said I was interesting! ",0
8265,@ bc Its not even funny ,0
8266,I feel really ill all of a sudden! ,0
8267,@laurabosak OH NO! That is bad  Poor kiddo and OUCH with the blood draw. my kids still traumatized from bloodwork a month ago,0
8268,off to the dentists now ,0
8269,I can't find anyone that I know on Twitter ,0
8270,"Feeling a little better, but sound a whole lot worse.     I wonder what this is?  Is there a doctor in the audience?!",0
8271,I no. Its lyk freezing in stl! Iz lyk snowin n shit!  &lt;JNB&gt;,0
8272,@shantiadonte No  baby got sick right before from his cousin's birthday party  I heard it was FIYA though...,0
8273,i watched man vs food for like 4 hours the other day ,0
8274,Sister Mary Alan  of St. Anthony HS passed away  rest in peace,0
8275,"OMG I MISS MEG SO MUCH  AND TWINKLE TOO. DARN IT, COME HOME FROM CHINA NOWWW. ",0
8276,@mea_86 I'm sick face too ,0
8277,@ollycromack As Sam Beckett would say... &quot;Oh Boy!!!&quot; ,0
8278,Car broke down ,0
8279,It's raining in Barcelona. Why (oh why!!!!!!) is it raining in Barcelona? ,0
8280,@mrsgoodall no jaunt.  I had to be @ work early and I couldn't imagine getting up any earlier,0
8281,@phillyphil1 i will be in vegas ,0
8282,is not feeling well... ,0
8283,Sometimes PayPal gives me a headache. ,0
8284,@JooceGossip Wow.... I wouldn't want to be w/ a man that would hit me in any way! I hope she doesn't go back to him! ,0
8285,I've nearly finished my placement   htis signals the end of my student life   i dont have an excuse to be such a lazy drunken bum ,0
8286,Dear Pandora - my Blackberry Storm wants you but can't have you...yet? ,0
8287,@andrummm well its not really a spring break. Its just a 4 day weekend. ,0
8288,@jkblacker excuse me ,0
8289,only 610 applications for GSOC from India and 202 from China!!  ,0
8290,I have the sleep eyes   I think I need to go back to sleep lol..laterz twitters,0
8291,Bought Peggle today and it's already burned into my plasma ,0
8292,@capbyrne it's always the same!! ,0
8293,"Drinking coffee, listening to dump trucks dropping top soil onto the oceanfront lawn. Ain't nuthin' like diesel fumes in the morning. ",0
8294,5 months since the Metro Station &amp; Cash Cash concert ,0
8295,"dear @twitter, what's with all of the &quot;over capacity&quot; message? and why doesn't my &quot;update&quot; button work fro the web? ",0
8296,is not impressed she accidently left her ipod on all day n its now dead ,0
8297,Missin steve wishin he didnt go back over seas ,0
8298,@cbcskaw when are you leaving? No money yet ,0
8299,@missmagz  ooooh I'm gonna add you to my link list and read from now on. I really think you should do the poetry month challenge tho sis! ,0
8300,"Back to work after 9 glorious days in FL/Bahamas. Wish i was still there in the 80+* weather, rather than in the 35* weather here. ",0
8301,I hate working in a cold warehouse ,0
8302,I just started crying out of nowhere   i hate being here more then anything,0
8303,"Yeah so physio was crap, still about a month away from any form of real physical activity. Couldnt even sit and straignthen my leg ",0
8304,Almost finished my 600 word essay but I don't feel too confident about it ,0
8305,I'm going crazy at work. I want a new job.. ,0
8306,So i finished fixing my coffee just the way i like it and reach for the ringing phone when i knock it over and the whole thing spills!  ,0
8307,Damn.  It just hit me - this is the first year Avery's not around to eat carrot cake.  ,0
8308,"The house I was looking at buying has dropped in price by ï¿½100K, so tempted but not the best of timing, it has an indoor pool tho ",0
8309,um.  i think i bombed that quiz. ,0
8310,chase ATM ,0
8311,had a great time on my birthday but my phone went overboard... so thats one bummer.. and my sunglasses.. ,0
8312,getting ready to take matt to the airport. ,0
8313,"@tgadget Thanks for your tweet, but I am   Hopefully they are aware of the problem? Hopefully they will &quot;fix&quot; it sooner rather than later.",0
8314,I never made &lt;a href=&quot;http://www.apple.com/downloads/dashboard/music/redalarmclock.html&quot;&gt;Red Alarm Clock&lt;/a&gt; work ,0
8315,Hopes Pappaw Frank's heart surgery helps him today!  Keep thinking good thoughts.,0
8316,Working. Wondering why I'm feeling completely drained today. ,0
8317,has a very light cold; is hoping it will go away soon but is worried it will instead become a very heavy cold. ,0
8318,I gotta check out that new eminem song everyone is talking about.He's getting some bad reviews by Twitterville that i hope isnt true ,0
8319,"@ericahoff  I'm sorry to hear that Erica... but I know you'll be back in a minute, you always have 1000 things going on",0
8320,How do I carry boxes home on a bike? I can't. Have to make two trips ,0
8321,Is it the weekend yet??? No??? Bugger!  Hope it gets here soon lol,0
8322,@earthtoryann: lolz ryann. im skipping all day. i wont be in bilology ,0
8323,"ARGH every time I wash a certain pair of my jeans, they become so tight I can't get them off  HELP!",0
8324,@SheKungFu It wasn't mine!  Don't give them to me. ,0
8325,"#cloudforce #visualforce more slides slating MS and BEA and IBM... Maybe cloudforce feels a little threatened, ",0
8326,can't find any friends on here ,0
8327,is so very sick and just wants to be in my bed at home ,0
8328,Of course now that I'm at school I feel shitty again. Such is my life. ,0
8329,Must have dozed off. Still feel really cruddy though  Thought I might be miraculously better when I woke up. I was wrong. Boooo!! ,0
8330,"Is depressed, RW is sold out  Help me out here! I'm despered",0
8331,"Your bike messenger look is so hot right meow: Except that you're on the train without a bike cause it's raining today. Aww, so sad ",0
8332,"half an hour to go and I'm off to meet Eefje at the Bora Bora, a restaurant at the beach but without the sun  aargh",0
8333,its not like spring out there is snow ,0
8334,Just woke up and ready to work on some crazy .................... school project  No music for me today,0
8335,"Wish I could welcome the #Spartans back to EL, but I am stuck in class  #msu",0
8336,Heartbreaking for kalani getting 4 shots right now ,0
8337,@Splont unless you're at the epicenter ,0
8338,To bad yvonne won't be there tonight  she's having a ladies night so that's pretty cool but I still miss her ,0
8339,@jrontal NOOOOO!!!!!!  that depresses me......,0
8340,I have class in 30 and I don't know whY to wear!!!! I have like no cute clothes!!!  ,0
8341,Back home - wish I was still in Cabo  http://twitpic.com/2yj1i,0
8342,I'm not going to TCR when I go to NYC cuz my dialysis days changed and Mark can't switch the tickets back ,0
8343,I'm heading to Cornwall. ,0
8344,waiting for the bus. work till 9 ,0
8345,Thinking of all the people in Italy and their families ,0
8346,Stuck at Secaucus Junction for another hour and a half until our train comes. ,0
8347,the good news: the doctor agrees; i NEED surgery!!  the bad news: i have to wait til the last wednesday in may  UGH!,0
8348,So happy no extra tax on booze  ole smokes 25cent though ,0
8349,@creeksta I'm sorry for your loss.   Are you okay?,0
8350,@stellarkaitlin i actually dont know  i'll call around and let you know in a sec.,0
8351,they ignoring me ,0
8352,Headache + Anthropology + work in 2.5 hours = need to be pampered ,0
8353,my tummy is feeling weird ,0
8354,@JasmineDarkly your house spoiler link made me sad. I didn't click it but now I sorta have an idea who the twist involves. ,0
8355,Realized this morning that I forgot to meet up with a friend last night due to pure exhaustion. Feel bad. ,0
8356,@Franklero Aw Frank  Airport people are always dead grumpy. They've got like 24/7 jetlag.,0
8357,"@mindtechnica crap  i'm a little bit old-school, but i like blockbuster.",0
8358,"Didn't plan my gym trip well. If I go, I'll only have an hour.  Can't go after work either cuz I'm off too late and work early tomorrow!",0
8359,"the worst part about burning your tongue is not the pain, its losing the privilege to taste delicious food  darn it hot tea!",0
8360,@ohmanbreanne HAHA. Get backup ones?  Are you in math right now?,0
8361,"Is about to go paint a house, and missing my bestest friend ",0
8362,Is thinking that some people over react ,0
8363,"Rain, what? I was gonna two-wheel it to the SC office today. ",0
8364,@seanpaull Nothing particuarly interesting anyway. Partially because Im lacking money but also because Im swamped with coursework ,0
8365,why is the there a traffic backup on my side of I-Drive?  This is supposed to be the quiet side.  ,0
8366,Finna Clean ,0
8367,@DeanWright I am so sorry ,0
8368,boss is in san diego today. i hurried to work for no reason ,0
8369,thinking I shouldn't have been drinking wine on a school night ,0
8370,Sick again??! Or the same mystery disease...  docters later.,0
8371,I'm watching all the pretty new flowers get covered in snow. Thought winter was over ,0
8372,@lrbolton awww  I'm sorry. When is it supposed to be delivered?,0
8373,Hanging out at Denny's with John... My half of spring break ends tomorrow. ,0
8374,xxxmystik  aint update in like 2 days ,0
8375,is having dns issues again ,0
8376,@JasmineAria I don't know  *::realizes that boycotting a computer would be stupid::* SHUT UP!! ,0
8377,"@saaze Combination of stuff, biz/econ issus hit while was out of country when Dad passed away. Being away a lot making things worse in US ",0
8378,@Jimmers31 You and Ru aren't even working in the same office anymore and you still get sick?!  Feel better!!,0
8379,aahhh..dont wanna go to class ,0
8380,sitting in a morning class and crashing fast   I hate it,0
8381,"@EstelleDarlings Honestly, you can only speak to urself because no 1 cares @the airport. Someone will always direct u 2 the next person ",0
8382,is sick. Bring him soup. And hugs please  My man cold is extreme!,0
8383,is working on sat when who is on ,0
8384,"done nothing useful with myself today. watched futurama and got a bit teary, need to do work  feeling a bit down, don't know why ",0
8385,Coming back from a boring day at work  nothing was in so i'm tired and bored!,0
8386,I'm feeling pretty icky today... ,0
8387,"Nothing was sprained, thank god. Lol. But i hat to get an vaccination  I hate it. Lol.",0
8388,ughhh i am so tired  blahhhhhhhhh,0
8389,i cant even look formy apartment cus those site are also blocked  boo!!,0
8390,looooooooooong day  but home and chillaxin with my shane now ;),0
8391,Had my studio taken over by some bloody musicians. That leaves me stuck in the office. ,0
8392,april use to be my fav. month ,0
8393,cramming for an exam ,0
8394,: Had to come inside because the cable didn't reach to the bit of the garden with sun  Now sitting in the lounge instead...,0
8395,At the RBS waiting in a long queue. ,0
8396,Gah.  But I don't WANT to be at work by 9. There is work to do for #Heroes for Autism!  And @housepetrelli.,0
8397,@rachelnixon  better to stay on our time I guess...,0
8398,@jmcknight Why not ,0
8399,won points in the office F1 betting. but lots of people ahead of me coz i didn't bet in the first race ,0
8400,"I just got my laptop taken away by JC. He says I won't get it back until it's tested, so I won't be able to post as much anymore. ",0
8401,"@HasmukhKerai I Know, highlight of my Tuesday breaks from revising/essaying is OTH ",0
8402,"No 3.1 patch today for WoW, maybe next week ",0
8403,Staring at my computer screen ,0
8404,Grrr my twit pic never works  x,0
8405,@souljaboytellem omg my dad took my laptop  im so pissed but maybe my bruh will let me use his,0
8406,@bsbaegirl I was feeling left out ,0
8407,pigging wisdom teeth ,0
8408,I wonder if @getpeer is also for Mac tiger. didnï¿½t find info. I fear it is only for leopard ,0
8409,@summatusmentis and that attitude is why I'll never be unemployed. Validate your input or it can be subverted. I hope you don't code in C ,0
8410,Strugling with OSx86 10.5.6. Legendary error &quot;Still waiting for root device&quot; ,0
8411,@kirkwhq I don't remember how to do ILL or my password. ,0
8412,Failed that test ,0
8413,Thursday can't come soon enough.. I miss Joshua ,0
8414,@sillywalrus why? @geekery is loooove... ,0
8415,"@halfpastoctober Oh, tell me about it! I was only ever able to get to the House that Ruth Built once. ",0
8416,Finally going to the Social Security Offices. -__- Text me! I heard theres always a long line. ,0
8417,"@thunderday SNOW?  OMG, that's insane.  I'm sorry ",0
8418,@dougiemcfly are you really changing your name to Mich?!  please say no,0
8419,@the_anachronist I'm sorry you have vista. ,0
8420,I had such good dreams last night ,0
8421,Working today and microbiology homework..... ,0
8422,revisin latin set texts 4 gsces....  ,0
8423,@tgaband my school doesnt have spring break because they went on strike ,0
8424,@selenagomez that dancing with the stars sound fun but i live in the UPPER MICHIGAN and i wish i could go.  ,0
8425,19 pages of transcript to analyse  Nearly finished coding!,0
8426,@CalebJenkins Just missed you... ,0
8427,work work work. need i say more? ,0
8428,&quot;Twitter Status: Bad Gateway Twitter is down&quot; ,0
8429,missing @a_fio  lmao!!,0
8430,@0mie @mahen915 Why don't I get signal in this student center ,0
8431,I have no friends ,0
8432,I'm having some rather bipolar moments today. I guess I need to that Rx refilled that ran out 4 days ago.  Wanna go pick it up for me? ,0
8433,"It's snowing in some parts of ATL, but not where I am. ",0
8434,Today is also the last day of nice weather    i really missed the sun and i don't want it to leave!!,0
8435,"@FireMom I follow the Caylee story, too. I cant imagine... ",0
8436,has not slept in FOR MONTHS. Why is my body ALWAYS making me get up by 8am?! WHYYYYYYYYY. ,0
8437,@faffaholic Its a generous 14 tho. I think it'd b huge on your lovely slim frame ,0
8438,so wish i could go to ravens training camp this year ,0
8439,@rbccsttr  Not soon enough.,0
8440,"im so tired, i feel that i NEVER get enough of sleep no matter how early i go to bed!!!! ",0
8441,being sad that the publisher and author I set blogs up for is not using them at all  when they would really help her ,0
8442,@Annakabana what is it called when you make an edition from 2 originals? is it collative editing? i've forgotten ,0
8443,@ doc appt #2 before our trip to suprise my baby boy 4 parents wknd. Wishing it did not have 2 be Easter wknd. I'm gonna miss out @ FRC ,0
8444,has a teacher who doesn't care about the puppy's being euthanized. ,0
8445,@krizzz Was only there for a day   Didn't make it to any comedy clubs.  Next time!,0
8446,Watching snow fall in Winchester in April!  ,0
8447,@HeatherOsborn aww i got all excited then ,0
8448,@nmb340 Lol he wasn't yesterday but we're alright now  Aaghh i have to go to work when its nice and sunnyy... Typical! ,0
8449,@lexcanroar i offered you waffles  waffles in love,0
8450,is sick for the first time all year ,0
8451,is fed up with job rejection letters ,0
8452,dude lauren txt me back ,0
8453,seems like we've wandered from our nap schedule to day ,0
8454,Why is it only Tuesday  Can't it be Friday,0
8455,Sitting at work wishing I was still on vacation. I had the whole month of March off and I had to come back to work. ,0
8456,facebook isnt working on my phone ,0
8457,"@studio_gal Oh! And my friend, Carole Shelley, is IN &quot;Billy Elliot&quot;. She = sweet in RL. The play kept her from coming to the wedding. ",0
8458,"@madmup We watch My Name is Earl, Reaper, Chuck, Castle and kind of Dollhouse together and @bishma also watches Sarah Connor Chronicles. ",0
8459,nothing.. still no picture ,0
8460,Its gonna be a boring week cause everyone's on vacation ,0
8461,"ten years ago today I was running around in shorts and a tee shirt in nice weather. 2009, it's fucking snowing and freezing cold ",0
8462,@theannarose ive never been so sad in my life  lets go back and get her!!,0
8463,BACK IN JERSEY!!!!! BACK IN DA OFFICE....BACK 2 WORK....  lol,0
8464,"@AngelEra omg cantaloupe is my FAVORITE essie color, mine has gotten all thick and yucky ",0
8465,My little boy has the croup (http://en.wikipedia.org/wiki/Croup) again  he was coughing all night...,0
8466,"this elucidation is killllling  I can't find the right sources, so frustrating! This going to be a loooong night ",0
8467,trying to do some homework. its due in 30 min!!! ,0
8468,@yazeez http://twitpic.com/2yiur - tell apple to make a pink one ,0
8469,not loving the new eminem ,0
8470,"@mrtux_hdb Quy?t tï¿½m thay ??i t? ngï¿½y mai, tin anh ?i  !",0
8471,Copernicus has to have surgery today   Pray for my kitty please,0
8472,I wish we had something amazing to do for spring break but with other people on vacation Justin couldnt take time off. ,0
8473,is sad now the guy i like is offline ,0
8474,Even when you get to the DMV as it opens it's still a royal pain in the ass ,0
8475,"@Jaxthatgirl Yeah, sorry to spoil it for you.   It was a v good ep, but very unexpected to me - you should def catch up.",0
8476,@RyanSeacrest Doesn't work for those from outside USA (or at least for Europel)  Hope it's good.,0
8477,@maltazep i miss those kinder easter eggs! i can never find them here ,0
8478,@Alisha4FaceTime hey girl!!!  I'm sorry you still don't feel better ,0
8479,is trying to work I dont feel so good. ,0
8480,@tehfrankenstein thank you! I'm thinking about some bands-but a lot is generic trash  liking some indie electro lately though...,0
8481,"@maerdred LOL! Okay, I'll buy that. And yeah...between BA &amp; Twitter...I am so weak. ",0
8482,"Would really like good tracking info for Girlie's Easter dress.  It was sent USPS, and their tracking system STINKS.  ",0
8483,"I am setting a new goal for the month of April. By April 30, I want to have watched all the 24 that i have missed so far, which is all ",0
8484,want to touch your heiney  ,0
8485,"@vanntan opps hahaha i made a mistake hehehe! but yeh, when school starts it's hell  blah goodnight!",0
8486,the devil is in my tummy!! cramps are evil ,0
8487,is having a down day   !!!!! xxx,0
8488,at work ,0
8489,@1000cigarettes Awwww!  &quot;Our state is better than yoooooours!&quot; *grin*,0
8490,@MTV Disappointing...so many videos not available here in Canada.  ,0
8491,Looks like the squirrel is in particularly rare form t'day! ,0
8492,@lrbolton My iherb orders took like 3 days. But if it's shipping UPS Innovations or whatever then it will take longer  But no more than 5,0
8493,Hiccups ,0
8494,@EmmsAngel lol i know..and i'm really tired but i'm expecting a visitor soon so i can't go back to sleep ,0
8495,@alexistehpom  really? did you send out all the info already? if you did..maybe you could just email me stuff missataari@gmail.com,0
8496,"Dear April Hall, if you didn't mary Toby Alvillar I may just SCREAM. Although Ken Kamata needs the love  Sheesh.",0
8497,eh too early ,0
8498,@Rockers_Delight I have very nearly snapped my 3rd bass pedal. The cracks are beginning to appear. My red drum pad is cracked too ,0
8499,what should be for lunch today? i'm tired of panera. tired of sandwiches (OH NOES)... ,0
8500,"Wah. Hate sewing, hate my machine. ",0
8501,"Lazy me lazy! Inspire me to get up and clean up my desk, tweeple... Or I've no hope ",0
8502,I hate it when i make a joke and no one laughs.  i feel... Not funny.,0
8503,Is sad that they killed Kutner on House. ,0
8504,@ilove5spots I want one too but can't eat till noon ,0
8505,ughhh.. i gotta go to work soon ,0
8506,I  miss my friends  Whyyyy can't we all live closer to one another?,0
8507,@jennawenna someone just spoiled House for me too.. ,0
8508,off too class ,0
8509,Still kinda miffed that my team got stuff I didn't. ,0
8510,"@o0omunkieo0o if you leave me, i'll be really ",0
8511,Can't do a VEDA video today cause my flipcam is out of batteries ,0
8512,"Lost my bank card... AGAIN. That's twice I've replaced in the last 2mos. I nevvver do this, don't knw what the deal is? Grrrrr!  ",0
